Timestamp                       Thread     Type        Activity             PID    TTL  
2025-12-10 21:57:12.192351+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:] nw_protocol_socket_set_no_wake_from_sleep setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:12.192373+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_flow_disconnected [C19 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol disconnected
2025-12-10 21:57:12.192445+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C20:1] Socket received CONNRESET event
2025-12-10 21:57:12.192470+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C20:1] Socket received DISCONNECTED event
2025-12-10 21:57:12.192521+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C20:1] Socket SO_ERROR [61: Connection refused]
2025-12-10 21:57:12.192632+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_protocol_socket_set_no_wake_from_sleep [C20:1] setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:12.192680+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:] nw_protocol_socket_set_no_wake_from_sleep setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:12.192732+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_flow_disconnected [C20 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol disconnected
2025-12-10 21:57:12.192796+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C21:1] Socket received CONNRESET event
2025-12-10 21:57:12.192819+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C21:1] Socket received DISCONNECTED event
2025-12-10 21:57:12.192881+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C21:1] Socket SO_ERROR [61: Connection refused]
2025-12-10 21:57:12.192992+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_protocol_socket_set_no_wake_from_sleep [C21:1] setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:12.193060+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:] nw_protocol_socket_set_no_wake_from_sleep setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:12.193095+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_flow_disconnected [C21 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol disconnected
2025-12-10 21:57:12.193179+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_endpoint_flow_failed_with_error [C19 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] already failing, returning
2025-12-10 21:57:12.193208+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C19 IPv4#9c08bd63:8081 failed socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:failed_connect @0.004s, error Connection refused
2025-12-10 21:57:12.193237+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C19] reporting state failed error Connection refused
2025-12-10 21:57:12.193299+0100 0x89d6f0   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003320000 event 3. err: 61
2025-12-10 21:57:12.193304+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_endpoint_flow_failed_with_error [C20 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] already failing, returning
2025-12-10 21:57:12.193337+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_get_connected_socket_block_invoke [C19] Client called nw_connection_get_connected_socket on unconnected nw_connection
2025-12-10 21:57:12.193387+0100 0x89d6f0   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003320000 complete. fd: -1, err: 61
2025-12-10 21:57:12.193433+0100 0x89d6f0   Error       0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003320000 Failed : error 0:61 [61]
2025-12-10 21:57:12.193521+0100 0x89ca5c   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003320000 canceled
2025-12-10 21:57:12.193534+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C20 IPv4#9c08bd63:8081 failed socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:failed_connect @0.003s, error Connection refused
2025-12-10 21:57:12.193632+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C20] reporting state failed error Connection refused
2025-12-10 21:57:12.193686+0100 0x89d6f0   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318000 event 3. err: 61
2025-12-10 21:57:12.193692+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C19 3949B93D-76F2-45E4-A649-E648E7B4D789 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancel
2025-12-10 21:57:12.193733+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_get_connected_socket_block_invoke [C20] Client called nw_connection_get_connected_socket on unconnected nw_connection
2025-12-10 21:57:12.193781+0100 0x89d6f0   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318000 complete. fd: -1, err: 61
2025-12-10 21:57:12.193825+0100 0x89d6f0   Error       0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318000 Failed : error 0:61 [61]
2025-12-10 21:57:12.193908+0100 0x89ca5c   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318000 canceled
2025-12-10 21:57:12.194031+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_local_endpoint_block_invoke [C19] Client called nw_connection_copy_connected_local_endpoint on unconnected nw_connection
2025-12-10 21:57:12.194079+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_remote_endpoint_block_invoke [C19] Client called nw_connection_copy_connected_remote_endpoint on unconnected nw_connection
2025-12-10 21:57:12.194134+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C19 3949B93D-76F2-45E4-A649-E648E7B4D789 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancelled
	[C19 8A3894B0-FC25-4094-BEA3-28C3B4326B6E <NULL><-><NULL>]
	Connected Path: (null)
	Privacy Stance: Not Eligible
	Duration: 0.005s, TCP @0.000s took 0.000s
2025-12-10 21:57:12.194243+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C19] reporting state cancelled error Connection refused
2025-12-10 21:57:12.194289+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C20 E683D21E-4A8E-4356-8695-75AA9BA80468 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancel
2025-12-10 21:57:12.194424+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_local_endpoint_block_invoke [C20] Client called nw_connection_copy_connected_local_endpoint on unconnected nw_connection
2025-12-10 21:57:12.194473+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_remote_endpoint_block_invoke [C20] Client called nw_connection_copy_connected_remote_endpoint on unconnected nw_connection
2025-12-10 21:57:12.194527+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C20 E683D21E-4A8E-4356-8695-75AA9BA80468 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancelled
	[C20 8A3894B0-FC25-4094-BEA3-28C3B4326B6E <NULL><-><NULL>]
	Connected Path: (null)
	Privacy Stance: Not Eligible
	Duration: 0.004s, TCP @0.000s took 0.000s
2025-12-10 21:57:12.194631+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C20] reporting state cancelled error Connection refused
2025-12-10 21:57:12.194698+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_endpoint_flow_failed_with_error [C21 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] already failing, returning
2025-12-10 21:57:12.194792+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C21 IPv4#9c08bd63:8081 failed socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:failed_connect @0.003s, error Connection refused
2025-12-10 21:57:12.194853+0100 0x89d6ef   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C21] reporting state failed error Connection refused
2025-12-10 21:57:12.194905+0100 0x89d6f0   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318320 event 3. err: 61
2025-12-10 21:57:12.194958+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_get_connected_socket_block_invoke [C21] Client called nw_connection_get_connected_socket on unconnected nw_connection
2025-12-10 21:57:12.195009+0100 0x89d6f0   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318320 complete. fd: -1, err: 61
2025-12-10 21:57:12.195065+0100 0x89d6f0   Error       0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318320 Failed : error 0:61 [61]
2025-12-10 21:57:12.195176+0100 0x89ca5c   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003318320 canceled
2025-12-10 21:57:12.195195+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C21 490288AB-E02B-4B1A-B2ED-65795DC70E66 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancel
2025-12-10 21:57:12.195436+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_local_endpoint_block_invoke [C21] Client called nw_connection_copy_connected_local_endpoint on unconnected nw_connection
2025-12-10 21:57:12.195483+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_remote_endpoint_block_invoke [C21] Client called nw_connection_copy_connected_remote_endpoint on unconnected nw_connection
2025-12-10 21:57:12.195553+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C21 490288AB-E02B-4B1A-B2ED-65795DC70E66 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancelled
	[C21 8A3894B0-FC25-4094-BEA3-28C3B4326B6E <NULL><-><NULL>]
	Connected Path: (null)
	Privacy Stance: Not Eligible
	Duration: 0.004s, TCP @0.000s took 0.000s
2025-12-10 21:57:12.195797+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C21] reporting state cancelled error Connection refused
2025-12-10 21:57:14.288814+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn [22:0x60000331c140] using empty proxy configuration
2025-12-10 21:57:14.288915+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Stream client bypassing proxies on TCP Conn [22:0x60000331c140]
2025-12-10 21:57:14.288955+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c140 started
2025-12-10 21:57:14.289112+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 20E00E78-8C77-45B1-8FCD-626A84481EDB IPv4#9c08bd63:8081 tcp, definite, attribution: developer, context: Default Network Context (private), proc: 1548BA78-A7B9-3386-91AC-060F92001202, no proxy, prohibit fallback, allow socket access] start
2025-12-10 21:57:14.289235+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 IPv4#9c08bd63:8081 initial parent-flow ((null))] event: path:start @0.000s
2025-12-10 21:57:14.289290+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 IPv4#9c08bd63:8081 waiting parent-flow (satisfied (Path is satisfied), interface: lo0)] event: path:satisfied @0.000s, uuid: 8A3894B0-FC25-4094-BEA3-28C3B4326B6E
2025-12-10 21:57:14.289334+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn [23:0x60000331c3c0] using empty proxy configuration
2025-12-10 21:57:14.289399+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Stream client bypassing proxies on TCP Conn [23:0x60000331c3c0]
2025-12-10 21:57:14.289465+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c3c0 started
2025-12-10 21:57:14.289634+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_initialize_socket [C22:1] Not guarding fd 8
2025-12-10 21:57:14.289825+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:start_connect @0.000s
2025-12-10 21:57:14.289864+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn [24:0x6000033180a0] using empty proxy configuration
2025-12-10 21:57:14.289881+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C22] reporting state preparing
2025-12-10 21:57:14.289955+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Stream client bypassing proxies on TCP Conn [24:0x6000033180a0]
2025-12-10 21:57:14.290046+0100 0x89ca36   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x6000033180a0 started
2025-12-10 21:57:14.290348+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 AE122FE4-977D-4758-97E8-A825DE483F88 IPv4#9c08bd63:8081 tcp, definite, attribution: developer, context: Default Network Context (private), proc: 1548BA78-A7B9-3386-91AC-060F92001202, no proxy, prohibit fallback, allow socket access] start
2025-12-10 21:57:14.290405+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 IPv4#9c08bd63:8081 initial parent-flow ((null))] event: path:start @0.000s
2025-12-10 21:57:14.290449+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 IPv4#9c08bd63:8081 waiting parent-flow (satisfied (Path is satisfied), interface: lo0)] event: path:satisfied @0.000s, uuid: 8A3894B0-FC25-4094-BEA3-28C3B4326B6E
2025-12-10 21:57:14.290569+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_initialize_socket [C23:1] Not guarding fd 17
2025-12-10 21:57:14.290654+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:start_connect @0.000s
2025-12-10 21:57:14.290750+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C23] reporting state preparing
2025-12-10 21:57:14.291087+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C24 BD7C0B5C-E122-4A7A-85A8-47D568E6CE54 IPv4#9c08bd63:8081 tcp, definite, attribution: developer, context: Default Network Context (private), proc: 1548BA78-A7B9-3386-91AC-060F92001202, no proxy, prohibit fallback, allow socket access] start
2025-12-10 21:57:14.291399+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C24 IPv4#9c08bd63:8081 initial parent-flow ((null))] event: path:start @0.000s
2025-12-10 21:57:14.291566+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C24 IPv4#9c08bd63:8081 waiting parent-flow (satisfied (Path is satisfied), interface: lo0)] event: path:satisfied @0.000s, uuid: 8A3894B0-FC25-4094-BEA3-28C3B4326B6E
2025-12-10 21:57:14.292143+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_initialize_socket [C24:1] Not guarding fd 20
2025-12-10 21:57:14.292283+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C24 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:start_connect @0.001s
2025-12-10 21:57:14.292409+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C24] reporting state preparing
2025-12-10 21:57:14.293675+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C22:1] Socket received CONNRESET event
2025-12-10 21:57:14.293947+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C22:1] Socket received DISCONNECTED event
2025-12-10 21:57:14.293986+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C22:1] Socket SO_ERROR [61: Connection refused]
2025-12-10 21:57:14.294078+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_protocol_socket_set_no_wake_from_sleep [C22:1] setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:14.294137+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:] nw_protocol_socket_set_no_wake_from_sleep setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:14.294204+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_flow_disconnected [C22 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol disconnected
2025-12-10 21:57:14.294276+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C23:1] Socket received CONNRESET event
2025-12-10 21:57:14.294317+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C23:1] Socket received DISCONNECTED event
2025-12-10 21:57:14.294374+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C23:1] Socket SO_ERROR [61: Connection refused]
2025-12-10 21:57:14.294488+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_protocol_socket_set_no_wake_from_sleep [C23:1] setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:14.294544+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:] nw_protocol_socket_set_no_wake_from_sleep setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:14.294604+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_flow_disconnected [C23 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol disconnected
2025-12-10 21:57:14.295833+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C24:1] Socket received CONNRESET event
2025-12-10 21:57:14.295885+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C24:1] Socket received DISCONNECTED event
2025-12-10 21:57:14.295906+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C24:1] Socket SO_ERROR [61: Connection refused]
2025-12-10 21:57:14.295962+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_protocol_socket_set_no_wake_from_sleep [C24:1] setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:14.295982+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:] nw_protocol_socket_set_no_wake_from_sleep setsockopt SO_NOWAKEFROMSLEEP failed [22: Invalid argument]
2025-12-10 21:57:14.296041+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_flow_disconnected [C24 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol disconnected
2025-12-10 21:57:14.296199+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_endpoint_flow_failed_with_error [C22 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] already failing, returning
2025-12-10 21:57:14.296249+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 IPv4#9c08bd63:8081 failed socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:failed_connect @0.007s, error Connection refused
2025-12-10 21:57:14.296293+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C22] reporting state failed error Connection refused
2025-12-10 21:57:14.296344+0100 0x89d6ef   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c140 event 3. err: 61
2025-12-10 21:57:14.296346+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_endpoint_flow_failed_with_error [C23 IPv4#9c08bd63:8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] already failing, returning
2025-12-10 21:57:14.296385+0100 0x89d6ef   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_get_connected_socket_block_invoke [C22] Client called nw_connection_get_connected_socket on unconnected nw_connection
2025-12-10 21:57:14.296416+0100 0x89d6ef   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c140 complete. fd: -1, err: 61
2025-12-10 21:57:14.296433+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 IPv4#9c08bd63:8081 failed socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:failed_connect @0.006s, error Connection refused
2025-12-10 21:57:14.296474+0100 0x89d6ef   Error       0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c140 Failed : error 0:61 [61]
2025-12-10 21:57:14.296566+0100 0x89ca5c   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c140 canceled
2025-12-10 21:57:14.296576+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C23] reporting state failed error Connection refused
2025-12-10 21:57:14.296678+0100 0x89d6f1   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c3c0 event 3. err: 61
2025-12-10 21:57:14.296684+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 20E00E78-8C77-45B1-8FCD-626A84481EDB IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancel
2025-12-10 21:57:14.296774+0100 0x89d6f1   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_get_connected_socket_block_invoke [C23] Client called nw_connection_get_connected_socket on unconnected nw_connection
2025-12-10 21:57:14.296832+0100 0x89d6f1   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c3c0 complete. fd: -1, err: 61
2025-12-10 21:57:14.296885+0100 0x89d6f1   Error       0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c3c0 Failed : error 0:61 [61]
2025-12-10 21:57:14.296960+0100 0x89ca5c   Default     0x0                  40941  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x60000331c3c0 canceled
2025-12-10 21:57:14.297094+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_local_endpoint_block_invoke [C22] Client called nw_connection_copy_connected_local_endpoint on unconnected nw_connection
2025-12-10 21:57:14.297197+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_remote_endpoint_block_invoke [C22] Client called nw_connection_copy_connected_remote_endpoint on unconnected nw_connection
2025-12-10 21:57:14.297298+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C22 20E00E78-8C77-45B1-8FCD-626A84481EDB IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancelled
	[C22 8A3894B0-FC25-4094-BEA3-28C3B4326B6E <NULL><-><NULL>]
	Connected Path: (null)
	Privacy Stance: Not Eligible
	Duration: 0.008s, TCP @0.000s took 0.000s
2025-12-10 21:57:14.297472+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C22] reporting state cancelled error Connection refused
2025-12-10 21:57:14.297522+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 AE122FE4-977D-4758-97E8-A825DE483F88 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancel
2025-12-10 21:57:14.297670+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_local_endpoint_block_invoke [C23] Client called nw_connection_copy_connected_local_endpoint on unconnected nw_connection
2025-12-10 21:57:14.297720+0100 0x89d6f0   Error       0x0                  40941  0    App: (Network) [com.apple.network:connection] nw_connection_copy_connected_remote_endpoint_block_invoke [C23] Client called nw_connection_copy_connected_remote_endpoint on unconnected nw_connection
2025-12-10 21:57:14.297782+0100 0x89d6f0   Default     0x0                  40941  0    App: (Network) [com.apple.network:connection] [C23 AE122FE4-977D-4758-97E8-A825DE483F88 IPv4#9c08bd63:8081 tcp, legacy-socket, definite, attribution: developer] cancelled
	[C23 8A3894B0-FC25-4094-BEA3-28C3B4326B6E <NULL><-><NULL>]
	Connected Path: (null)
	Privacy Stance: Not Eligible
	Duration: 0.007s, TCP @0.000s took 0.000s
